date,title,company,location,detail,sector,skill,link
N/A,Contract Analyst,ICON plc,"Ankara, Ankara, Türkiye",Full-time Entry level,"10,001+ employees · Biotechnology Research","Client Relations, Communication, and Problem Solving",https://www.linkedin.com/jobs/view/3849121481/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=vLgCTvaLS5NWBDQ9AXFH1Q%3D%3D&trackingId=jod%2FcLxHbTY16YlDdjvEDA%3D%3D&trk=flagship3_search_srp_jobs
N/A,Business Analyst - Credit Products Management,Fibabanka,"Ankara, Türkiye",Hybrid Full-time Associate,"1,001-5,000 employees · Banking","Analytical Skills, Business Analysis, Business Process, Business Requirements, English, Problem Solving, Requirements Gathering, Soft Skills, and Technical Analysis",https://www.linkedin.com/jobs/view/3909169779/?eBP=CwEAAAGQJuaiy5NCoBoIiEFl1AAnvppdMyt00AQO2MVkjrxj4JVXKCVoh8-OYh_InBeanXmGmTvEHkjKbqSRbu3QDiaRiQyBa-zwL0VQzruK93aYCtd6PrX9NedLp5qo1fhvatx6S5f4Ney5HTXZER2v0tFHrlJz-9zQuIYNJ2kI7RN5wQDsSQoiKpwO7VTT7OyaPDOu6IW7dWMiftaU0-HNTJ_u1tLBVNkksgNeKs91Owz_2rBLj_K9kOFoUZVM7FbqWJvtRfTy8-WaSSo4Kl9x_bcZqQrUE9qaK8olsHVaEVMQqDKI9lumjsjhAt0g9u3ze4G-dJBuGNIOXwKJ17l21xDap4GA2apvpb3fIgX8g5YhaKRTZpycOsdktUCslLi9zWYeppvQZsQMcMUjSuKzmlfDlDUDVG3LWYPiT5RLG5qITmA6n3JeSYsSQqYR2wpnJVu2hVGF7eRZjbg6dpHY2vj5e6YwQIeit_d-zw&refId=vLgCTvaLS5NWBDQ9AXFH1Q%3D%3D&trackingId=%2FW5gtGb3TOwo9Wd%2FbfVoEQ%3D%3D&trk=flagship3_search_srp_jobs
N/A,Strategy Analyst Consultant,Intoude Foundation,Greater Istanbul,€10/hr - €15/hr Remote Full-time,11-50 employees · Human Resources Services,"Analytical Skills, Business Insights, Communication, Data Analysis, Data Analytics, Financial Modeling, Quantitative Analytics, Quantitative Finance, Strategic Analysis, and Strategic Thinking",https://www.linkedin.com/jobs/view/3950180695/?eBP=CwEAAAGQJuaiy_leQf8JbhDCelqcpGsIUmGa0Z_NyJu8lLaEvD-GWi_B9ri2AVLCfNON58c01R_8wX4qfH7GUMeCqy63bWVKDTw6pFK-dpaXYbznJU8iO7UrnG4o5Yn9F_nK0LaNivjg-TO-dWHX93jo1kRbdqUY0kHIWhJswRuxi5OqQUI_VzNYcaJo6PgsHUuctMRlOqdC2kBpqqNCfqhqdL-vITTSTGaMaOK0oVa8PpkRx9kfACT2H24xtDDxzgE-X0JmXcIUDUdO16q5C6Ai-s10SKxjji0saURrHYT9p1iaxQNPV9zYZRiCJsv1iw_iQG5BpISYGbwqDYjyQBEFEUDqPGEa5u9DYMwVL6NY8-DiATCO2WDGPpYFOpQ-s6-N2EpTHuEUY42xiM2AlmCMYz9kiqqG2_Gc5G_Fgpw9dvFqvMPU4MdjGUJv5T7tub1sURhuvyJGylIPUV0&refId=vLgCTvaLS5NWBDQ9AXFH1Q%3D%3D&trackingId=tdCq7EIr0YWNIjfgmTTCoA%3D%3D&trk=flagship3_search_srp_jobs
N/A,Revenue Analyst,Insider.,"İstanbul, Türkiye",Hybrid Full-time,"1,001-5,000 employees · Software Development","Account Reconciliation, Communication, and Journal Entries (Accounting)",https://www.linkedin.com/jobs/view/3844061450/?eBP=CwEAAAGQJucaO5DvwWqL2xSYRqA4ChcMawY6TyZyN74srBiiDFPuqgmEVrClizstCM5vevpWxWMIVd7_NYm-Cbib0rhMMmOtSgj4gqTXkOkCjf4SOhfBwsXxNBxPbJ2zsbvQNcUSq8I_CsV75Ghst0rIxHTyFmjjLYjaS1-k3yiyerCgeAqc2c3k_0RnoDctYvs8fIWnrXnEZq-F3MevToCRiBCUpdIp8LOZX-azJof5Ch491CM76XTl7l_QTRobOQ41IypfZhWamadRLZyZlIs0SmwXnisfn2h8RkkZ4n8pS63g3uZL9v4eQ9rq-v8_HwFbboD8awXvbGbQHve2En6voCdm_xr9u-cwCYwGogi7gZD7HVT74YNa9CB8zAFtBCXlXz1l2etfVfvz6pqCa2CQqRxUiAiONtkW5hAGJfccPAg1Vel02vQu_gL8umzbn8vIDQ-7dIevRPYNsM7Dnfr2&refId=KQTK5pX0%2F0IwWEV1TevfXg%3D%3D&trackingId=omw6gMtMIh60mjhiHBVx6w%3D%3D&trk=flagship3_search_srp_jobs
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,The Know Your Customer_KYC Operations Analyst (Hybrid),Citi,"Istanbul, Istanbul, Türkiye",Hybrid Full-time,"10,001+ employees · Financial Services","Anti-Money Laundering, Attention to Detail, Communication, Coordinating Activities, Due Diligence, English, KYC Verification, Organization Skills, Regulatory Requirements, and Turkish",https://www.linkedin.com/jobs/view/3926883813/?eBP=CwEAAAGQJucaOx0d10c0FSWGCGotb2i5BRIO3YYk0aucNLVdtLCAUfHSvmPCN8SYhtGIRLPKgm1N7PspsmwgPaVfDxkc1FlAo5y5qm3y6VeG3SpwSJiQb1lutASMv-yE1SRr5xE3RKBbkHrmDt_ETNlEaJWcYEewb8ZHMnk954g8HpTsYft14pRY4lKMdt_tOLa5mOKEpiBhdmHd6wiZ0f2hY6P7AKmzCQJfplaJCu2mvnJfCRFijFowvq9vxLcgUWtl1tTnK8PD2qhjqjRVfd-9LImlWhut5d87SMKZDxYOPB66lK1hLV-9HrQ_64Q83CM5zuhjqYwPCDJIMgQVjeLH0lvM-klvfxYx5lL0uTuTZCV_x8TmZRV45QzvCNmaoTUk7Gc5j5841SzjeCrie3xbH4o3wNI5VfFrDYvFxJkOdE69fPgz6dOwO6K6DLV75ilLLlV9SZLsHP62OSGth7j_aN3EKG8fnLDxEM2WYg&refId=KQTK5pX0%2F0IwWEV1TevfXg%3D%3D&trackingId=vuTw9Ui%2FD%2B%2Bh6xDVrlQuwA%3D%3D&trk=flagship3_search_srp_jobs
N/A,Financial Analyst and Reporting Associate,Blueclip,Türkiye,Remote Full-time Associate,51-200 employees · Human Resources Services,"Accounting Standards, Budgeting, Communication, Financial Analysis, Financial Data, Financial Statements, International Financial Reporting Standards (IFRS), Presentations, Problem Solving, and Quantitative Analytics",https://www.linkedin.com/jobs/view/3877499775/?eBP=CwEAAAGQJucaOyJEsmjNBcaajzHbW-hrRpIN0TLaFg3bI_iTKkQxOJvG2Ri2K5xsPgZCNSdBLYXCzQCKfftaGnze0HA8Y-9xIqVIfKag_HmZ0Ob_tH1fMfKbEvI38hAwUNxTL_t_O9sB8fYdAbpNS9BxMX3Ls2V6IV4ZyGA2e9VIu8bEQTcaN4MUsOacIG0AioqljDUtXw6-KOu_4IcIMn27eEdNk1fhNTvW23BYjRz5i04VH8Qc7xh-RhoIDl08r6_N9WHVCgK99Q1NqfseFsKDs26YJD_v_jYhJXzgFrOHb0dBrd2ITbgbVcnd1_qL9eRB8qqQ1mGcfxyB9iqdGCpoPpk4TM9yvtm7QBcOgmRAkUifVlR3TdELOZd4d8CAWKaPi1_VQzh6AEBgh-l1K9Cta63kcZc3czQ3e_sptDV9uvfgPjBJZJRUzGgf-8lSRkHN&refId=KQTK5pX0%2F0IwWEV1TevfXg%3D%3D&trackingId=8yWImBefh%2FxAtqKMwAi%2FKQ%3D%3D&trk=flagship3_search_srp_jobs
N/A,Procurement Sourcing Analyst ,SunExpress,"Antalya, Türkiye",Hybrid Full-time Entry level,"1,001-5,000 employees · Airlines and Aviation","Category Management, Data Analysis, Data Management, English, German, Market Analysis, Request for Quotation (RFQ), Research Skills, Supplier Performance, and Teamwork",https://www.linkedin.com/jobs/view/3931218374/?eBP=CwEAAAGQJucaOwJiSs-qnHtUugV6HBezLYzolCWuULHYw553U177ZKSWdtBoCcXCM8PdmPadNqH5RHWp0gOSALGQmLOVv-5Vk6F9eWSM0fm9ujzGr1bU-8IKFHNHOtFNE1GAXkxh7Z-Msf350zqLpra4190tAwK_d0aUCqmVVkEHKb_myDXaxCb2XZeT8Y3pr91N8KDWP982BNDldEXRzhS3GMLpmxLg3fDEehJxbIvqRFxkQmOPiNYEP9HBEVtn5EIGvVm8KY0uRHaIIgLlZwsd20rDf6SI1uVWG0FxbOq4qLHOzFdRI6wGPvHcpZktb0gXEw5OnojTy25E6VyL7Ilq_2gYsBWfnYRPtG9TFUd4IyAuJRcU3fi68Tf_bcR63V3z3AFToTAaRsUKGxps-pp4fYTibmT06VO60xxRw7qEontJwMNTLcFChVCV9pCo4o3teHaoSrXDC979xhx2YxmoKE4EusqvsyPbENeT&refId=KQTK5pX0%2F0IwWEV1TevfXg%3D%3D&trackingId=QcYEIrNcsGcJcPLCUqZZOw%3D%3D&trk=flagship3_search_srp_jobs
N/A,Data Analyst,Michael Page,"Antalya, Antalya, Türkiye",On-site Full-time Entry level,"5,001-10,000 employees · Staffing and Recruiting","Communication, Data Analysis, Data Analytics, Data Collection, Data Science, Data Visualization, Databases, Descriptive Analysis, English, and Problem Solving",https://www.linkedin.com/jobs/view/3939029720/?eBP=CwEAAAGQJucaO1bhpHKoZeomJK5G4KDcjU-sjAo4Iwra1CJG-qBUShIY5MOSJwqMBn6-4SSe4PNglmy9O-OdX68BvCnGsyzRVfoS6qP-8t0QjRHZxAtiegZFzSzIeNrYiq-TF8NdJggALn4EmyQU0WdY3tB_B5vmUKOo791z6Wccl__Of3DlXGEYT6x8TOs-cvnuydO9EPZ3zchLhfepM2Jxf7CGeDimJtUZTQ23eEKYqx4v0A6b-hjmoqolna0tdABBxMTrQznR3DDmywUmlyR3kuboVannFl4pg8UbrH2_Ni4M2TM3L_-ex-kzbaM7IAQq5Au0P0Yw2hDoM05i7p1UY7RtCjWbVzG8A62mZMY_L1vTew2jbsGiNin-dDsrnYgTPs0C5GtutIOF04Eon4iLcpPnB3_NciidhKuvYtf9nzKLjtFzOdHNF-QwmLxQ5ybzw3vx4u8hreMvj5zbDnGP&refId=KQTK5pX0%2F0IwWEV1TevfXg%3D%3D&trackingId=jLS7jaWJydabRHDbSr4w3w%3D%3D&trk=flagship3_search_srp_jobs
N/A,Credit Analyst,Alternatif Bank,"Istanbul, Türkiye",Remote Full-time Associate,"1,001-5,000 employees · Banking","Analytical Skills, Banking, Cash Flow, Communication, Credit Analysis, Finance, Financial Statements, ILE, Interpersonal Communication, and Teamwork",https://www.linkedin.com/jobs/view/3942271673/?eBP=CwEAAAGQJucaOzczCdBG6iUHn-OC1mCz33AvT9eVsVq-W0ktGX5EPH8oiRFRX2V7cuMHV-LXJD2Fp5s3lftBte9Y4QYkMI-YeuHPHLKIT1i-v8WxPICV4mK05lmLFRPPSH_lExLrAVb3uQmRcCt2sAnXv9kUjsG9rA154uZC7F0-iNZ3gmBTNB7pfsxdHmk7U8ESeB0LxqeqkGduFLNsPD36vHIw5dpydH0poctCTnk3YUjO6NJ_I4_wszWHdn7yqQ3JLHxq8Ok1dEHJJ3lcKN62T5yabcCIZEDFcbXs5ERmQfnT5SyMiigaiwfES1fhNaikutq8BS47heN8aVmoskSPoX7JoXCA-H_Xgx_ZcYqpOiSEtlDVlgQ8D3vsbbji248hnpAfTX_1uqqbN0vGQATWKYRcrIG5KN2ubkK79gwRivYvyavpDc9alki12tU&refId=KQTK5pX0%2F0IwWEV1TevfXg%3D%3D&trackingId=sj1vqqQ%2FWksxrcn9GwV%2B7g%3D%3D&trk=flagship3_search_srp_jobs
N/A,EY Parthenon Türkiye - Strategy Analyst,EY-Parthenon,"Istanbul, Istanbul, Türkiye",Hybrid Full-time Entry level,"10,001+ employees · Business Consulting and Services","Analytical Skills, Analyze Information, Communication, Counseling Psychology, Entrepreneurship, People Development, Problem Solving, Problem Structuring, Strategic Roadmaps, and Turkish",https://www.linkedin.com/jobs/view/3940828448/?eBP=CwEAAAGQJucaO9lS_B9WHcNDkovfP3KBkoSVwRGxR-lCzHGvtEfFWfwimYioyEKOWvPEx7T5Gm-gLVCzSLk1aiTurU_I88aYgRXvmHUV2aT0NhZCwvieSVmmowV8h3tT8CJ4NZYfLMZnPU_do-FzNtL6fvcpFvHcQF2jhEaZIJ9sdBc27SrVXTPYGrkxHYdBeavxHRbJwCki8zfaH1sPpCmbOy9FTEFtpBXAN_nf32oB6PRsMqi3pzHATYEEw5gjn1BnhbmkQLFGZsjd6jaD1HqvVMKzplvkXXojFaGA0hjTuI1DXXMr2df1BX8hNyzfqlXXCDLqifsMf_RCwjmE9WzFsBqDWTSFKkLFMa-q73LEBXRSHE-s7KV6tdR3HcCGW34yWD6XjJAoUgiQJqIOPduc9zC-WqTVZzyqF64oJLnW4QUR7-MR4qm97b4J44RA2kdkysy1Ng3wp4DCd-QtWsLCyo_ireRlAM3AVKdeww&refId=KQTK5pX0%2F0IwWEV1TevfXg%3D%3D&trackingId=sRho987Yz1sZVlLYXPkNdw%3D%3D&trk=flagship3_search_srp_jobs
N/A,"Dolap, Data Analyst",Trendyol Group,"Istanbul, Türkiye",Hybrid Full-time Associate,"5,001-10,000 employees · Technology, Information and Internet","Adhoc Testing, Analytical Skills, Analytics, Business Intelligence (BI), Communication, Data Analysis, Data Analytics, Data Science, Data Visualization, and Teamwork",https://www.linkedin.com/jobs/view/3935190657/?eBP=CwEAAAGQJucaO0Pytc772hBfrCYD5E1jgd9HxylMYa6GebRlPC9C9YXCqXD8-XGQS2MJdhXclMx87_VYwE_4ZSF5Lxr458TmzYJA32alyTQfTBVvcGUJwQBLOxqXXcH6wahL-SfwZY_iE_KaO9ayuBKeyVsSeNer5CnUJBifenpH42XRk6zZySgbuFuFjv_znM0VNVmQH2kKgqE9GdnAa9FvfWU3-dvLBqKq3crZd4kbN1xH7nRx8XBX_otGCD6FqvJ83_2e1-DBvku1DyN32s45UziGzzexWvF9PrtjIfMrjAuHfE7E2Vp-kfA5VsEDAfDYOj698zvJCRsPwNLKDCUcO0quVisgdSy_-AoQr39S8uS9TF9UyV997EC06gcIUA6C0ya4MVpR0OLPOgTQp1gz4pabHeLLvAjpdyeiV9b1_OQKwb3IWPaa6uYHFv-jplfc&refId=KQTK5pX0%2F0IwWEV1TevfXg%3D%3D&trackingId=3YeNpCch84hXEuZmlmbgAw%3D%3D&trk=flagship3_search_srp_jobs
N/A,Business Analyst (Remote) Disabled,Intertech Information Technology and Marketing Inc.,"Istanbul, Türkiye",Remote Full-time Associate,"1,001-5,000 employees · IT Services and IT Consulting","Analytical Skills, Business Analysis, Elicitation, English, IT Business Analysis, Jira, Negotiation, Regression Testing, Requirements Gathering, and User Acceptance Testing",https://www.linkedin.com/jobs/view/3886243516/?eBP=CwEAAAGQJucaO0Ny0EVZDxd_4BuRsVRNvWcOgzoj3FahN3ayBHemXG4X7_Umomb6HcBZ6iS41o9F06DbCeClaBBH87aEMGl1TownHMqarwHRkdCgIBmpfaOpAgHcuxbPZrtRrWtL8lgM8gxwi3bkEJqnsxCdrn3f_PeSgehWUaceWASiek0tebfTMbuuzL3pIUGfQcSXpELAgOeP1OKGTF_4MFZiGKzKkWTU8zV8Y1nQxmqEdVH7h9wQX3i_-aqaX1qcnxneFgtk65_U4nNHlmz4z4b4BZDgOLvMGv9GLUXdpd1EkpmeftEvQMHtJw5hCqBCvAJusivXY4jihnr0fm9_C6fUOpee6LeVksa9LVfNk2wJJnlebBrrYUtkRMKuPLXHXgsDg08ZZjBIeRWDwX3cQEzIMDxzH5aoZ7tVzv_BnU5-u9C9xxqHVZrHrKcGyA&refId=KQTK5pX0%2F0IwWEV1TevfXg%3D%3D&trackingId=G0e5RgG7k8m2MvBWSucP4Q%3D%3D&trk=flagship3_search_srp_jobs
N/A,Product Research Analyst,Intoude Foundation,Greater Istanbul,€12/hr - €15/hr Remote Full-time Entry level,11-50 employees · Human Resources Services,"Analytical Skills, Attention to Detail, Communication, Data Analysis, Data Analytics, Data Collection, Presentations, Qualitative & Quantitative Research Methodologies, Quantitative Research, and Survey Design",https://www.linkedin.com/jobs/view/3950183209/?eBP=CwEAAAGQJucaO5geB-95v0tAw5c55vK7QqSyFMgxepM5TifMQzJgbs2ZxT9rl5QWb0pfN40xGSZwwBEOsjoTRpiEvnaMFbOQbpMw0OO9er_x6ZWB6bAKWNqY8wml0nzpM6uGntUyfHzOat_Qu9plkoermu3lty8_rWOq5ntzFmVgs-z5MFZxhirRguWmOs78N6eTr8FXabxUVThvmAs2jvpGfbJLe96nCWRyEesErjovIttgCHKpOKekTutlsvuBGVxU_dwjnAFi7v3Td-zWYZ0TMV35XiSyyN8b9izhSWRzkwi-TtsJ_kK3oLCKbg4AaAkVWGyXuWaA8U-OpF3LfIZZpj4mDXJDSoOrx7iibxspM0F5AFpLfku4Ri1Abv2BdYUo13wH_Rt_NNAxA4yQxmvFqkC2SK9goIKYjhZSoHnjQG7MUiO3YjUJePu4d_6Nk4XBtU7Sw-QXLk0Pghw6kMkQEYQ&refId=KQTK5pX0%2F0IwWEV1TevfXg%3D%3D&trackingId=ZZLnMblDAKKZ3mRYzES3eQ%3D%3D&trk=flagship3_search_srp_jobs
N/A,"Investigation, Dispute & Compliance Consultancy Analyst / Consultant",KPMG Türkiye,"Istanbul, Türkiye",Hybrid Full-time Associate,"5,001-10,000 employees · Technology, Information and Internet","Adhoc Testing, Analytical Skills, Analytics, Business Intelligence (BI), Communication, Data Analysis, Data Analytics, Data Science, Data Visualization, and Teamwork",https://www.linkedin.com/jobs/view/3934196490/?eBP=CwEAAAGQJucaPGugyes7aJe_33crLT5BmY4pwlzuFCVzUuDyKo-clcxy4AB8SmlVzjKTkdJSrHdMOVs4YSgg4PniJl6ZtaPUPw5wcUcSWRhwpXpLwIddpyA4vd6Ah2LKMVzSKbCIQmW68Tq7mxVmkmexmebE1zJr6s2vQKFCBSVa3rFpFmqukOz5gYjZ53Hb5fhkGoompPP8A99H6XQnPgdlw62TO2-AsVzcFVnROju-DGIQC5T3B7UEHLr_fFRRKcQfaobga6GQKEO3Z6C3OnyTlJ2aL_ud_cegVKotUJBpJ1vc8AJRYbE_jgtNZ27w1HRfm33osVOqb7f-Oe3l4xVflJWtO2Fo6SSw_hYyrxPq5FVlx3C7Rcix_MDayBgufo7XU6Y26NC_nbP2zmCrMKeoaWkgNHFYUFVvPpMiQlznnyfDoE6kDZMEi-3u8u3yf7IbhsAV5CKXJIxs1Dly3uUXULm_cQ5fAuEjmm1a&refId=KQTK5pX0%2F0IwWEV1TevfXg%3D%3D&trackingId=bEC2gOKcA8GSvRknucmhMw%3D%3D&trk=flagship3_search_srp_jobs
N/A,Business Analyst (Finance),Grafton Recruitment,"Istanbul, Istanbul, Türkiye",Remote Full-time Entry level,"501-1,000 employees · Staffing and Recruiting","Analytical Skills, Business Analysis, Business Requirements, Customer Requirements, Documentation, Flow Charts, Mock, Requirement Specifications, Requirements Analysis, and Software Projects",https://www.linkedin.com/jobs/view/3948420437/?eBP=CwEAAAGQJucaPN8elvpt4EQ0X2_r-DQRt-YQ2nx8JX2SHdBfLL2NjY5YdHrxvSHxulfhafjvRol79gojGVSw31njVP2Mv-YXkNDvlVNI4IzyMPBrXn3oE538R_cy3nGc27_aIuO14o5Fg2y2HHEe2gbx1AQByMeXnTbYTMZDG0qEDwxI5OVWpdl2dEZYNRke7134OJUWELNDXB4u2qj_whY0ex8meEG2WSy0YgxabFC0ecM9EAPhkFX1Mvx167Y-zxMzQsJhL9Q_V6F23zqgxgsP-SqGm8eiIjtd3LfmuaVsXVgtRuT3j1pS6YCWyMeJ443fv3_BnoL9NjtMHiJb7gpZT74ia3f2FfgD_xc-t_drVxTq_L0V8u_RNnUsGRdNK_knQnGkc_rIYPSPMfb4YOozdleqAaIawI0eGD2XmhQPdEOGfHC2Cx26m3FUojiItScpbHGKBw7n8wWLOQXrXzaOmPU&refId=KQTK5pX0%2F0IwWEV1TevfXg%3D%3D&trackingId=cam8oEJdzRofoV5kAS4lVQ%3D%3D&trk=flagship3_search_srp_jobs
N/A,"Downstream Market Analyst- Relocate to Saudi Arabia, Permanent Expat Family Relocation Package",aramco,"Istanbul, Türkiye",On-site Full-time Mid-Senior level,"10,001+ employees · Oil and Gas","Analytical Skills, Commerce, Communication, Data Analytics, Economics, Gas Industry, Interpersonal Skills, Oil and Gas, Oil and Gas Industry, and Special Assignments",https://www.linkedin.com/jobs/view/3949154515/?eBP=CwEAAAGQJucaPHhXsZ4p20FD3sCt4H3CShkPw9ivGw0bIXdkrAz-OreyN2qxJt2lkHmd0xCzKFHlJYC-4zPCYch7H8t3T3SEJFV-YfY9OJ-h60s01R-LcVQwE_lV3nALv84K5whJvmE5K2n4aNM3hVW9xL62FxYIdsIszqBmklp_LrVqOUL4M8dyTHNzqIr7Dv34u-P_nEPdp-ugu-26hMa1n0FIwTXrJt5PizPJGqWhe_TPrRHQjovyMgQw57qek1VUNNPA03KlqJazagthLzuBcQuXrkt0KJNToxuGuGr7pUPQq14NliiKC851GNG7O6Ig_ctWkBd8cn7T-uCvIuLOa31NcP_Vg2BKrm_knd5NIpqa1N87HL3l7PnmsTNI4Hx4KuH9v7wE98-OVUi1cCyWeKOzLDOJTPhxOgx9ha042D9ceOZTa7CLCgW0LE49i9KkuzNrSXxmKnZk4vjk8HiU6P9U956mxIoMSTXwew&refId=KQTK5pX0%2F0IwWEV1TevfXg%3D%3D&trackingId=UBhmiC1Z7P%2FR2y5TZ8tdBQ%3D%3D&trk=flagship3_search_srp_jobs
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Brand Research Analyst,Intoude Foundation,Greater Istanbul,€13/hr - €17/hr Remote Full-time Entry level,11-50 employees · Human Resources Services,"Analytical Skills, Attention to Detail, Business Insights, Communication, Data Analytics, Data Collection, Focus Groups, Qualitative & Quantitative Research Methodologies, Quantitative Research, and Survey Design",https://www.linkedin.com/jobs/view/3950184131/?eBP=CwEAAAGQJucaPJhzfI216NN9uPbiM5YyzYYCdij6QTeLAGatxRnPuLW94zWSn4YGoBEE2osg61nglth1DS-JstlQyCki9wF0GsvYLZF7unSwZanfrReiW806Sm552pQ_Nh7b9Avpil20IOww-X1JvYHHpBdWXvTOUPJKaRvs0BBjJlLbMj7jJRhZ6vEhJav1-MskxZyJEglxSPED9WBCyoUIsAHFs08hJedK1O5blusCDcq1jgixelLxV40n1FABdg4B8n2rnxci7T8p5AGTECTbc7K6c1Bc7dIHDe-SUr2gSe-caaaqg9wQHvkS_G4GnFpHcO5epwkHyPQi4298BzkGrXVfyJ8KGVjziFh_IhniZano_Eh8RkGyvNfeWsDm3yVi2FOdRmb3GXmyqUGqWCKmv46FuxvNlePxRGiLVMaWqI_FnI7wNlHVKqUITX-RpbUvncqAMOyB7Q2MBcCK_UeG&refId=KQTK5pX0%2F0IwWEV1TevfXg%3D%3D&trackingId=SxlezB3uqKVUU2w96BDkbg%3D%3D&trk=flagship3_search_srp_jobs
N/A,Smart Start Data Analyst | Maintenance,Bosch Türkiye,"Bursa, Bursa, Türkiye",On-site Internship Internship,"10,001+ employees · Industrial Machinery Manufacturing","Analytical Skills, Communication, Dashboards, Data Modeling, Databases, Key Performance Indicators, MTBF, Microsoft Azure, Problem Solving, and Spec Sheets (Fashion)",https://www.linkedin.com/jobs/view/3941666271/?eBP=CwEAAAGQJucaPH4WQ-hy6Nw72NEYm-x3LQH8xwsCXy2u52ydeDL491nPCsj7Vc6eodpZnMjFP1KT_uuLO7zmf_3KTTeT7pNZ3rv3QufWHwYhHNBBjdy3oUPJBUyMqFJq4-zcumNcqXLcULryczG40JZsvMw8PwKw9BnuYnmRFSnBwA08vJwyaRGAvMLfTZtISFbatb-uupw2m7-ykuIQUwiY-QCdxAnpSCIwFdJf8ft0TU384MltF6e5CBzWi-gv80gjGywI2dtxIN1CXGOBgEDPwvNXOyrq2N89PmCW_6RV9feAnpI2j3pQThILS1keh8vyyLDT5AcWvhCcsM8Ec82nfpFl_uMSugIPuShKDyboYTO8-MlTL5JN5zmdjqPCNaTMvQUcrHm_9XM5YaZcTYMwbozQcg64Q-pbRc8WiO44rff30hhecE6h1hqp1D2AJoHFsTqEKJUO2iAbcpXMiduD4fOZCIv15iFk4P-jdg&refId=KQTK5pX0%2F0IwWEV1TevfXg%3D%3D&trackingId=RNQ7s%2FfsDE157K6T13XXIg%3D%3D&trk=flagship3_search_srp_jobs
N/A,Technical Analyst & Product Owner (100% Remote),finbyte,Türkiye,Remote Full-time Mid-Senior level,51-200 employees · IT Services and IT Consulting,"Back-End Web Development, Defining Requirements, Driving Results, Methodology, Mobile Applications, Product Service, Technical Documentation, Technical Specs, User Flows, and User Stories",https://www.linkedin.com/jobs/view/3933469711/?eBP=CwEAAAGQJucaPKTdPPzXzS0mJMHxNj4bSLhunYum57Lsnvo2lYexqFypkiRrYlCB3lxIa3IP84IQSkuS48JgAS7qGcRy_u0EDZv1F7RIPYYExO5wKB1t402cxD5k2C_LCv9Rt5i12GMda7A0IOqxfC7S-StSkDtGYAqGaMpdghtp1vOO-AVORuEQiSJW3u8tMQ9dsqMkIY8gqwX-1qanJniyr1xkxjUGlsFwP0wzdljyUoxKu8lCu9GY8vPY6tVc7s95-2Ft82UPhEtqDn5Ws8tujm9LEZQNwO5Z3ic9IvXNa_ao2Hg5CMqU6rFhCboNCNS3SQ-3mFjMJh7T4SGlrDgGaU4xJ159nMfp51G1yOwEALI5aOvchg-UzXb774ddkHtq5CiVM2WcCTXSU4nlAFNfxs2BVztRl6n3Yckz9Hz-CFWQ9weEU9lETGIMYbj6EwkWG7KhC-AjiHChspdyAce6ceQzo26SnEdnbTpUgw&refId=KQTK5pX0%2F0IwWEV1TevfXg%3D%3D&trackingId=%2F3HEq8PN4zFOp5MCIhrJEg%3D%3D&trk=flagship3_search_srp_jobs
N/A,Analyst,ING,"Istanbul, Türkiye",Hybrid Full-time Mid-Senior level,"10,001+ employees · Banking","Analytical Skills, Business Requirements, Communication, Databases, Flow Diagrams, Mobile Banking, Problem Solving, Teamwork, and Turkish",https://www.linkedin.com/jobs/view/3942652142/?eBP=CwEAAAGQJucaPFqcIBtDexAV3usPrDc_C7j6m4Eqp6c6VirnDD2NT-75k_mDzBZNohq_u9nI4HRtgjlwXHUOuKbed6VdZLL995sQDWi6iCZeHQuxS7azHOVMgzStgCpsZBdriIZ7MKEAtyyI-Q3VxTiA-jqKt47RPJ3pvyVNptCOmD0LPPFsMgjDM3X9Z2zdKwUh03qlNhWYMuv48F_LmlVCmDycYsuchOjFdpn6ZGXCJInrQSob9HmcyguRElHJkPUOn_wev1caInADNPvAx19UjKfZ87PZh2wSG6PhByhdW9EZYc4UJQ9TtTJ_6sZSCsG0k0r6I-i9TmekqUMRfEEfu5ZKiVxQIll0bM4f4Yy72sDfNYA-wUQPb7hyapjHbKe3eC5svA0rl29g5stq9WWvedxpskRCQudwOieHnC56jmmUNxuWnGsHm9zsnlgk0-S1Vq56Y_CfdQQo5DTVJdLSgQm_GOKiQ_s7Qeey9O49&refId=KQTK5pX0%2F0IwWEV1TevfXg%3D%3D&trackingId=228BXvUhip%2BJg29o8JRtpA%3D%3D&trk=flagship3_search_srp_jobs
