date,title,company,location,detail,sector,skill,link
N/A,Client Relationship Management - Senior Analyst,Marsh,"Istanbul, Istanbul, Türkiye",Hybrid Full-time,"10,001+ employees · Insurance","Analytical Skills, Business Relationship Management, Client Relations, Communication, Easily Adaptable, Interpersonal Skills, Presentations, Professional Manner, Solid Professional Standards, and Training",https://www.linkedin.com/jobs/view/3943496469/?eBP=CwEAAAGQJuPNFK4eendB-kde90rwf00FlVte2iBWPoBjovZqNXAsgKPsHu21QvSszXe3qxrJ-dfB19BlrbvhGJdBXqqn1BW9jHVfZoU5hzPIu79Ng7Byi_aVsyXVTURrcHhflcF3egzQEWgtRnTSOYhIN1RfNawQx1bBqnSTEi9FV9bd63jG3QPirZBhmwHFFT1fzjE5bQCtXFYvTu82WY31XY-0f9SJIn3JW4gq2aUYpMT668dkAcguR534es1gVbJJDZAum88tiRk_NA41Ev7yOAL5OmmPdr39HDHNmv5-T_lAcQcE4kdlXyzNYw-onRPm6cUqsh6qwXPbf-YWpFbwZ2gsXXJUc1No53iQFPSmh6XXmCUacVuMgfgbl08UFN5tbLWLpCNO0JcDICu8mc4IriKNCrL8EBV5cYqup4tohm-9bA_H9BurAYFpp_VfovpwCOZSlupe7thOhX32Bx6l94FKRr-w4dUXOXEzpQ&refId=%2Fb9dlrhhuzD4ElpXJEf7UA%3D%3D&trackingId=e1qOOZuvLM1SVfrXDoHM%2FA%3D%3D&trk=flagship3_search_srp_jobs
N/A,Sales Analyst,Private Company,"Istanbul, Türkiye",Hybrid Full-time Associate,11-50 employees · Advertising Services,"Analytical Skills, Communication, Data Analysis, English, Forecasting, Problem Solving, Sales Operations, Sales Performance, and Solution-oriented",https://www.linkedin.com/jobs/view/3947603901/?eBP=CwEAAAGQJuPNFGKnuq6Uv2SGLfTkpMuX7e2f3-jt_VLCW6jXjUeqg7FMNpvL5x72OMmeeB3vx_ElV_uu37eWwS7XNGZCkiV1ouHcuQzY9lLcT4e-qQUc48XDu49Ybzut0kXEW4nEAfjZlA09brhG7N9IYD_B6brHXslj1sLfAtRT-RbJ3Ts3Oe0Y99mdXV-I2eCul18E_sHNXxkHkupitECdnevfQNnjFIeRAa6-HSk7EwHMkYas2xMFxBoUrUXO_si-pa6wpTEQoL4_sW3oIg2NsoR98wo6pDMkk_dGsQbmPSMj5TqJPyt369UCcs9T10pBBy7YIBQhI1T9RCB_gjOGb_gfsWETDUeqClJIoPSWBSKEWCC3wF2wXtu7tfPJ68PQBtotythdPpMpjX38-_rBEpcu0-lVJ-8IiRUUWg3O2PL6MBJ71irVG7OWggxTogv3nwSeT1LWaZvvnds2CpBcqyyyvoQ5Q2ubsORIXw&refId=%2Fb9dlrhhuzD4ElpXJEf7UA%3D%3D&trackingId=rMiEEFmY2zXeCen%2Bj8y0lg%3D%3D&trk=flagship3_search_srp_jobs
N/A,Workforce Management Traffic Analyst (GER&EN),Conduent,Türkiye,Remote Full-time Entry level,"10,001+ employees · IT Services and IT Consulting","Analytical Skills, Contact Centers, IEX, Key Performance Indicators, Problem Solving, Teamwork, Workforce Analytics, Workforce Management, Workforce Planning, and eWFM",https://www.linkedin.com/jobs/view/3941335219/?eBP=CwEAAAGQJuPNFIz8WMV8FCHmr0vnDUL4zCJoJzYA_7PXkEXlv3LN0ePBiXExDy6OE9h5Cr84SCusvQ8LkFA73BKFTlAuc1A6GFrNi7BsRFbTA3uo57l27jHxeQVwXV8ePYFySg6KGy9nFl4CMqt87VE153-zwHKJy0TpU6vbeGLE044FbO0sxrvWKbONEbh8cZ-8D6rpIEVX0rnCPmnqsDAsME46lDYsUzpVrJGnijHpSO790YUCyREnDYeZppiUhIIasiTerzfHo2VDB49WOyiq1Jvx1mKszwawjBJKTNTHSqd5uyLUDwx38sj-khYtDr0JIvjOZBwFHtQC5Z0pgwglgDibWfYBb6SnNTKmo7cqHZbQORSK8wuunO3Ty5GGuTRgp5H5RSqS7ouKPkI02fbETuA6Q9NDSh0GE5cjQAaSMPi5W70ilrhRDzQgcTCFeZC77qupf9LpbQ6XarOBZ1kSlHmO4qZdC6CSDb8&refId=%2Fb9dlrhhuzD4ElpXJEf7UA%3D%3D&trackingId=uFI1dMWk%2F7mZqvbIFO4vtg%3D%3D&trk=flagship3_search_srp_jobs
N/A,Financial Controlling Analyst,Philip Morris International,"İstanbul, Türkiye",Hybrid,"10,001+ employees · Tobacco Manufacturing","Accounting Standards, Balance Sheet Review, Balance Sheets, Communication, Financial Analysis, Financial Planning, Financial Results, Management Accounting, Reporting Requirements, and Written Communication",https://www.linkedin.com/jobs/view/3946070520/?eBP=CwEAAAGQJuPNFAnFr-LWN4tHA_4Fiz8k4UFdtebUTMkbj_1inPAscjuRW0JdZhDHniOj9tc5GuqSDwLXXqPRilXzMPhhzXXHBrabAs3qGZ8gmKQnprUYSapEp1nENfPj9rte3oM4DxgDJoqRooFsPI731f1kn44H3CR61120E25hhgIl_vpauLe3tnA55nmEee3iYV_Pv4yDJVDFTtAOycbaU_NVykDmD48QNwjyfM95DHzhDgrRynHRn3BCWDg5XWyDe_5JwtQZQcYa59J7q_T9R7oaL8c_13srf7TKzKMXyoidYIygqo4F5aaCKcgJWmYLcuUJCRudtRhlhDHCqVFx9zKqVA89dyQBVH2TfZF1XhiVLjq1ClGrHWa6MloX-be3AOucBRbIIkwZo96m2SFtY8nYh_8Rt_jdgY4BOkbjPdhHBCelk91VtcINUHbIjFot69DwRUBgAA8K1WAp2e3g4EPC1AuJI8cuz4o&refId=%2Fb9dlrhhuzD4ElpXJEf7UA%3D%3D&trackingId=O0jZmBTUpi2rro8ZPsKgZQ%3D%3D&trk=flagship3_search_srp_jobs
N/A,Inventory and Planning Analyst,Brown-Forman,"Istanbul, Türkiye",Hybrid Full-time Associate,11-50 employees · Advertising Services,"Analytical Skills, Communication, Data Analysis, English, Forecasting, Problem Solving, Sales Operations, Sales Performance, and Solution-oriented",https://www.linkedin.com/jobs/view/3883547008/?eBP=CwEAAAGQJuPNFHxub0dyEKSprAWFxuf2lnXqHHP_yEbVYV4r_e5_vagPY-p5VvZb40Ln_TBOFik_zyKk_f6y1RPwdz2xvOcJYcAhFoUQzAmjQSH-WxrekeEgmTW4kOXr34q3fsRCn5zcg0irB9RBgmKk8AugkG8mGNAffw4r00KVEfAM87JN-c6xDhzILBA48NGhi2wQEGJ907iQgwUCdUqZoJKRM9FsV4KVSm1vvrYH5rfjaiXA9RkprlUrqedeWuWKur5s2OH9CCLjoLtx89wZo-K1t_8K01Eq5OngTlnYyj_Tm_HISaqx0zLZIgEVQVyFzYtTjl7Sqvj-5aXB-WHTLdsL1G4ZmiE-bIwKD8SeauVp4yoJWmrHMyeGPoV_236PqRl1iLpjkwrdDQkr-CJMdvIXDBjwnqAmhj3SSATuOmJrayziwMNnyyp36ZKDCuIYiaQ9I2_MRjnB6GaV-_hcKDwqXO0VC4Zk5TQ&refId=%2Fb9dlrhhuzD4ElpXJEf7UA%3D%3D&trackingId=tcYXSxLV%2Fc1WRWKmgKv9rg%3D%3D&trk=flagship3_search_srp_jobs
N/A,Business Analyst,OBSS,"Istanbul, Türkiye",On-site Full-time Mid-Senior level,"501-1,000 employees · Information Technology & Services","Business Requirements, Communication, Gliffy, Large-scale Projects, Presentations, Quality Assurance Testing, Spreadsheets, Technical Design, Viability, and iRise",https://www.linkedin.com/jobs/view/3932589143/?eBP=CwEAAAGQJuPNFAgoLzyybshi9BbNjM2OSwvZR6BYlZKWa5mwGI6vNAYS_Y8umS0NRsuBNWnHs2TdX1Yc9sjjXtdtz8JAl_pgchWQ71sxkjBCIrMlKPtrXZjH19qF11HbqN5aMyDu-D5ceeefOMrr_sY6Fz4Ro78WBNUKgA4d1LMAltSIO8Jmh6RPoLTpmB3AkjZsQh1p9UUv0vI7EfahvdtYLN31SVt8UkX0clEa7Gr7FQHkYevUOJaOemOGD-9pcjaYd0Bzo5XyFVYY2MUaFt_s4s0e1aGRBrBpP0nPX3aHEuSgz47dI35YD6-68xgIQinyW3HvLDzP7PXmagJu6M56FIudh54vsn7Xkxj4Jnn71nV766-HC5Ru0eGyuESuKDXnsCNB9xn1ZFVfigWOY7sQnpC4NsVZ6T4b8c8CEtOpEO-kadpUnUZvkAqBkQ76VHoWGyTdY0Ib2Qw_wF-sJWHfoC7p8Uaxm0ICPvo&refId=%2Fb9dlrhhuzD4ElpXJEf7UA%3D%3D&trackingId=AJQSmUQZEf%2Fq7hwqhKlYYw%3D%3D&trk=flagship3_search_srp_jobs
N/A,"Analyst/Senior Analyst (Analytics, Bangkok-based, Relocation provided)",Agoda,"İstanbul, Türkiye",Full-time Mid-Senior level,"5,001-10,000 employees · Software Development","A/B Testing, Analytics, Business Insights, Communication, Data Intelligence, Data Science, Interpersonal Communication, Knowledge Acquisition, Presentations, and SQL",https://www.linkedin.com/jobs/view/3750887938/?eBP=CwEAAAGQJuPNFK4pi39hJn0EHmKhe5hKTYN3N8TuYuvvg5FrNgeN_MyTAak1ct6XCDWE3l0h1td6Sb6CXxYEIp-6wqIQTwLmIhvDcWPU-DXgu179nOn7TuNhTPJa_Lr4XqG-37Z2OkZJxlozUX7OGedaSp4CtDyTKNqkqm2tLbkALhJ0lC-n7LvvUFfnDrGwnoms1EmRSfxYQO5Y6gkpTRVPawloOrUKws1TeGzzPsjaiJsL83SMu5aM-Lb-8yoMuf5CGkJmO3xVFLKDDw-u3r-dueJTREgI2oELp_VKrHMFqTCL-z-ARhmO313Jy6HNiZzeiNpq0h4NB9SlNIeSRsakrC_n6wcrgZpMOCneTvYQYXOPX6BgrgoMy07gQnMEMyGHPqD3MIo38G56hPR8c497qRnmvkYKSVrv4MjdIwgCWq2rP1EQ8ZHwotAJ2g77AfF1t4GDIK8ps_EGgyV6-UvL0Gzq2aPOCw&refId=%2Fb9dlrhhuzD4ElpXJEf7UA%3D%3D&trackingId=z3LGeCEQvDA1uqeai2NZzw%3D%3D&trk=flagship3_search_srp_jobs
N/A,"Senior Data Analyst (Flights team, Bangkok-based, Relocation provided)",Agoda,"İzmir, İzmir, Türkiye",Full-time Mid-Senior level,"5,001-10,000 employees · Software Development","A/B Testing, Analytics, Business Insights, Business Intelligence (BI), Creative Problem Solving, Data Analytics, Data Science, Data Visualization, Interpersonal Communication, and Performance Measurement",https://www.linkedin.com/jobs/view/3936104519/?eBP=CwEAAAGQJuPNFMGvvZ5nJNJrsG_YUAbWsqGTbKYfjqKBIEz_0RWgvhD_W9My0fTQ97EirJJGujvAFnR85SugYuzfMONacj8osD9HX1q0FJ72CHQK7YUFnFKOg7NCaTmFPo_luMddpeSiSGWYNOBIHM2VsBAGzWLxz0s5_9NAZ9k-Z6b5TGbVVLdQyt76UxU8t2DhWziT3jB1UmbD_qKQV4_u8dq097QqMfDZR_yGAcJwDNFEfleICIiK5D2rEZ-2dpjlpntWoDAiXV09QArlTKnLNRUZpwulJ7O_iwcXX10ffKcVFLUQcnWjrIzR9uLtzlTUm8K2jIal8ah0dPCds4jXoD8BjrzjzyWekx7cUDGQ9TLI8cO0qXlz_u0POBgU_7LxRCnKB2XHRJkTRkSKBjevmnsAa-qWcY7JEBwRwaiH9eQGYFioCkpZZWuX76djwBKvvdMW78_Ky6she9Ge_xfGS6LYqGOLu3GatjIgyQ&refId=%2Fb9dlrhhuzD4ElpXJEf7UA%3D%3D&trackingId=NiU%2FSG0yxnRKisGeQhmlnw%3D%3D&trk=flagship3_search_srp_jobs
N/A,SENIOR CREDIT ANALYST,Allianz Trade in Turkey,"İstanbul, Türkiye",Hybrid Full-time Mid-Senior level,51-200 employees · Insurance,"Analysis Reports, Analytical Skills, Communication, Financial Analysis, Financial Statement Analysis, IRP, Market Knowledge, Quantitative Analytics, Sector Research, and Underwriting",https://www.linkedin.com/jobs/view/3911838537/?eBP=CwEAAAGQJuPNFAp3_VZwUxuNn2dqVRCMs3h19G5O_9XnJ6M6Fz3W2JMyp59k2z8pUmlwUGdiY1VfnlSGJJ7oamTgDRfyW5WXMs7EsmrQaWMRxbIpAz0noTzjv007rLrnmj3ZJwA0wEWkrn6g4mMkw05ZLRYCbl2YXyPQNpiXmoAs0TbqWk-1tVeE1MerKNwBouzgIOEUmyBq0r2lRQZlZnLnI1N7-HIDSXbP9smxSzdj_VWtO_LOEtOrllv5QSQXN5Q8AW92YcwwAfoPic4TTR5NH5Vl9snmd5rNxfWwXp0ljr_tz7Apx_TUJZvpK_phVnMy8T1pO0tQX7r2B16_KSqE8mzc3zbLp0S8dtY-AoiHJw-Iw5_27EZ8WWUNzQhxbo59GtPEE6wdtwYG0SK5beyygGdt96cckxTR0QWay2Kj6p1NWyKmTURBlkmj6NCgwWMnRm_jff5oeVtiQAnvOTN8O6wjim3uvacu8Tv4Tw&refId=%2Fb9dlrhhuzD4ElpXJEf7UA%3D%3D&trackingId=IvTxK4Z4T%2FN6bFXvlHPLEw%3D%3D&trk=flagship3_search_srp_jobs
N/A,Senior Financial Analyst,Ecolab,"Kartal, Istanbul, Türkiye",Hybrid Full-time Mid-Senior level,"10,001+ employees · Chemical Manufacturing","Budgeting, Finance, Financial Planning, Financial Statements, Forecasting, Key Performance Indicators, Margin Analysis, Performance Reporting, Problem Solving, and Reporting & Analysis",https://www.linkedin.com/jobs/view/3945385283/?eBP=CwEAAAGQJuPNFI7zS2mQ23uNR3wNtbsQ1lhHaCTq2Zygi3zyJbBgSQNRAp8N8K58oXE4psWd7jLSkVgejcEhm5Xhs-FUPBc7JeZ53Zxdu9bqa8_pNefmQN95xVn2JbzOKrB68_BD-4nT3ntM-kGzqVxtbc3Pb5WWsorpMsWos0zXgjEMBQVUsRI1LHax3cS4ZnifZh3mDz45DQUWC_qm_4rlklCPifGeIn-PLrdRCXvqjYWhWCvKO4eIcfrAo6iXB5ibFXSLWlVYadkkJb1s79NFWa9jPwoz2eEU6UxxNu_dbcYBCe-Cm2M9JjuTO9LcNj1wCo6FafcY8d2tbVTwxThi3_Nwcqf1zC5Sd7xGQYaMyShU4WYUZs6Y7M-6rduAY_epwJpp0jPjzgrCY2tBYQ-YquZhev4EXMYnMCnY5YRI-E3rch4w0GTUwhWu8PT_fMbHAKNmOnCt41pGY3b8OH9x7rPrjxUSArAC1ec&refId=%2Fb9dlrhhuzD4ElpXJEf7UA%3D%3D&trackingId=Jjzih%2B4Oy%2Fwv9eAG4edeww%3D%3D&trk=flagship3_search_srp_jobs
N/A,Business Analyst,Odeon Software & Technology,Türkiye,Remote Full-time Mid-Senior level,201-500 employees · Software Development,"Business Analysis, Defining Requirements, and Solution-oriented",https://www.linkedin.com/jobs/view/3935069146/?eBP=CwEAAAGQJuPNFLz2AfSrjQC16DRWT0HIXsMcDpATqZ1rmZo83a7kXmGKaw7okQfTGWdtjVHsOK0ibj98_kul9Bs0EwYy09TQiS7wTuh744aJXCEbZcY6B9x-z-Ur18BvpwuUWTALmhnWPDxOhKPDnpaSvxhwUY6Cgs1AjmUb4j2lMpOjosKNCJ9smSirIyKLwzl5nrp4wBcX8zmvWT9sRvQsZYvVoqgMRjTtuOtKRpeyM7QFmNOmdI42UTFcCecDO2bQvP6LUyJjVmJmtmNKS-kiXorYfpYbfdTDuvvI8uF8UC0qs5wd_Ej6kXZQ9V4trkFH8Xd6GQkLLneTvNReSFDf7xgTJ2-DFRxgiv4DUzIa9-WUqdWEuLEj9VG4Vxpsa547jAesszM5CbmadLyLYE1ckZsCWSDXfhEM75rzksBKqYqZijOwvOqczDVSMt67je1lXvC--5BzT2bVH1pWQVVerT8L0VWRR1mEJ7s&refId=%2Fb9dlrhhuzD4ElpXJEf7UA%3D%3D&trackingId=2K5IhtrRRzR3Kk4B4ROoyQ%3D%3D&trk=flagship3_search_srp_jobs
N/A,(Sr.) Operational Excellence Business Analyst and Project Manager,Fresenius Medical Care,"Antalya, Antalya, Türkiye",On-site Full-time Mid-Senior level,"10,001+ employees · Hospitals and Health Care","Analytical Skills, Business Control, Communication, Data Analysis, Financial Consolidation, Financial Literacy, Interpersonal Skills, Operational Excellence, Presentations, and Problem Solving",https://www.linkedin.com/jobs/view/3947186025/?eBP=CwEAAAGQJuPNFIVJf6990SYwCor2RE9PjQjUgaShsflqkoihCa6F2uKgWHWno8vFYcwGyn4_wVN0-eQx9dpo9KqEqNu4jTT1DsNbqaGUq1KKeohjBc8vTCFhMtMZLcrPaudrTacWai4KtYQmy3Mu9kKThvhB99_lvOGBQztnGUGkfKNcvwFsXOybdJQ5_EISwzLPoVnQ2ErDFrMk3-6zE_nvTtHd-x9CYGKbIoWnNfJzfNaKDb-zSF740CRMBUn9apbOR6Spl1-9Zq4nFqexGGiDy5QoT1gNvAa-n4XFgrtKdsgHiNtveIfyBtjCJ5qFI3cP3osacQEYZHIJcLhXyjsRjLHNYTRwO5HKvGaCG4OAgA4Ey9l2PptJ4G-cQ2fUrpMD2m6ABtCmWHCzKNUg2W2lpqcm0dxOqZ-EIncKMUPRvOMrSVb2E7qXPCxFL6w2mJUhczGLbCUTM8-6o-YhVDapVnq13_2RmExiXRrxjQ&refId=%2Fb9dlrhhuzD4ElpXJEf7UA%3D%3D&trackingId=TbT2V2GxbiNZ9ECGgwNn7Q%3D%3D&trk=flagship3_search_srp_jobs
N/A,"Data Analyst (Bangkok Based, relocation provided)",Agoda,"Kartal, Istanbul, Türkiye",Hybrid Full-time Mid-Senior level,"10,001+ employees · Chemical Manufacturing","Budgeting, Finance, Financial Planning, Financial Statements, Forecasting, Key Performance Indicators, Margin Analysis, Performance Reporting, Problem Solving, and Reporting & Analysis",https://www.linkedin.com/jobs/view/3750109779/?eBP=CwEAAAGQJuPNFEhIEvao_pc8s6LeiPkrfhpaLEhmeCm2c9rxtBwop4YCwLtKIAYb1YDoFt6rSktdPO71QG_TX06_pqRTguFCtNumUypOFz4lYzBDM-K058VvXdaErTgljwRHdq30Atm1-x9ZhibLgve234uTEl2Y_CTkXX5zgSqa1LnW2uQltmTt__Lpg6X5qNKW0MEfIpIOiOKlVYsMh-34y3d7-JAlK8lzCuRrexC5f7B1cPwcp1p6OAeWQPQnsyJRgldLnhX_dcZLrjH7sVvfJGlpoBaBEQ8XFgFEY_E72RJuUUeep6k0AI-LGOEsHU8OTqpiR6twUuv8GliXWoS1HsMwHQIasEN9XoqMauZrcZHConY1wmVxz1yIu9tYWvaDBQ5audPkrdXDbZhHXg-qznmIkJzdu3lyZGkwxgRvzOC7mF0KopurGSpr2G0a58xq5oAeq49YgdzmnOEryBM4vf6RyC4DwMMsLjRONw&refId=%2Fb9dlrhhuzD4ElpXJEf7UA%3D%3D&trackingId=md5uNa%2BtsaTF3s97wRxfxg%3D%3D&trk=flagship3_search_srp_jobs
N/A,"Analyst, Global Product Costing (Maternity Cover 9 months)",VF Corporation,"İzmir, Türkiye",Hybrid Full-time Associate,"10,001+ employees · Retail Apparel and Fashion","Analyst Relations, Analytical Skills, Business Analysis, Data Analysis, Microsoft Excel, Product Costing, Product Management, Product Sourcing, Strategic Thinking, and Target Costing",https://www.linkedin.com/jobs/view/3947833987/?eBP=CwEAAAGQJuPNFMyga5D7OxEs0Z5TJVb4ZdqVqbSgEC1dG7YHDLrLBIsPyHXYwpEqY0pdmkx023Y47OvL_fmLovBxhmn755PYfUZemJN2p2YG1Md5NwSDrkODQeOW4nbzGAMlqZfB6xDdpiXg3-bAfAAMFzKunjoCDGuxB3adVQygTOjNHYC7_L5i6K55vA0w3sd9814016n12xCzqVcL7ZZ0zprnvK7pepsPL0aT-lLwhRyhgAKk5v6jCCLbhTpkRbYyjgaOu-beBrzFTyO001QvjQt7SfHezCscAbhpqYlgPHCJGWzGJv5pGmQ9oQpIoP0p7QJsiZwSCtisGDWJXCkhQxOWLloLv4_FFJUdPST5L3QRn-wgg2XliTzMH4miBPTYAt_ohc4hJD0A4UdMcNctWGZyQzRpUS9qosMhCX3RrJZ58NmzfM02WPCwx-hWNfJEC3mWmu3nBsYBqoST4kjD6WumHiZhE88Ct50&refId=%2Fb9dlrhhuzD4ElpXJEf7UA%3D%3D&trackingId=Wi3QlTzmArU8tZPBazZ10w%3D%3D&trk=flagship3_search_srp_jobs
N/A,Senior Information Technology Analyst,ING Türkiye,"Istanbul, Türkiye",Hybrid Full-time Mid-Senior level,"5,001-10,000 employees · Banking","Analytical Skills, Business Requirements, Communication, Data Modeling, Databases, Digital Transformation, Flow Diagrams, Lending, Problem Solving, and Turkish",https://www.linkedin.com/jobs/view/3949190824/?eBP=CwEAAAGQJuPNFJTTe-RA4wKONWWxiHcTrNjmoBOMYE82FZE18jlDY-tAPHyb71k9ANI9saflcJmnfjsYVC1r08yTgiV4MTQUJ6JJLIOpcmiubYste8pkExWpqiOL2BejPCuQH7hhFXfGeLfMn4Wu-jgtBx4x8jkwg64xncxAiik_TrjgsLfX09tI2UHmA8OzDro0QH-wheZWQ4WFcUMW50FdzOfcG3A4OdZjacYJONAEUXC0rRABdXC6993GLWFz2UmxAREeKzt4lzJiSnuNPBPzHRt_auaEynUP7Sta0v7UAvZTjWsOiZuPTv-y8jWZ1p72EdfJt7hRtDW-iaoxMB55y6_oIzcWPHBOWPi6x4VVa6bcFcBPZko6hzbMLWYaelH1OEjoVjMwgRyIo5SUlJ5-t6vVv4MoVvfHbN6EX0oMlYjQhxv4M358B1qAuDAPNTQc5lNvrfIaqj23F3cX6zAvf8iPSTpK_i9Uk8ZcCw&refId=%2Fb9dlrhhuzD4ElpXJEf7UA%3D%3D&trackingId=e7IlXRpoUMWrCFCkO7EwiA%3D%3D&trk=flagship3_search_srp_jobs
N/A,Business Analyst,Softtech,"Istanbul, Türkiye",Hybrid Full-time Associate,"1,001-5,000 employees · IT Services and IT Consulting","Analytical Skills, Business Analysis, Business Process, Business Requirements, Communication, Computer Science, English, Mobile Applications, Requirements Gathering, and Teamwork",https://www.linkedin.com/jobs/view/3948262393/?eBP=CwEAAAGQJuPNFHAtcORyQAsJjUe3eVjOnPK9oT_3w7TzwYpKzur8U5fs1JtOhQ0-ur3AHnfiqAWutdcQG1MwsplRZ7YvATpgy8ILNk1wNCzwcKgb-_DDM_UTzMUWAhKl21EP9DHUT7tzQbdY3tkLUlhxtxyBIs7SiT715y31HC48HzfP1CCCnPZl5tfnTPvZrQb4dhIBQuqYeBTsf_OZKd5nFLc89h16w5fhcaee5iQPMHsyvrE-Ylw7vQonMOxgc-EliR12h3xhURIdnV1XCczqPrZYs8arq6Rw6EqAJvwv92oFrwAAYQDIvafcJHnR9gZX9dkeMdXfacQgTGX1U76jPHKFoOCYLpd_05toVNocnvsz-eVxw3DPGTwNHg3SBOmWtMgCM7YYcNAhOkTkpn1jG2HMjaBFSQmJgTKEyIZ3GU0csy1jh1SsRCOtHsG2isNNvRtjwklYubmhD-TL56hPPyseptENngrSj-U&refId=%2Fb9dlrhhuzD4ElpXJEf7UA%3D%3D&trackingId=9ttMpqqGm9tnBGzY9aIEYg%3D%3D&trk=flagship3_search_srp_jobs
N/A,Sr. Business Analyst ,SHEIN,"Bahçelievler, Istanbul, Türkiye",On-site Full-time Associate,"10,001+ employees · Retail Apparel and Fashion","Business Analysis, Data Analytics, Data-driven Decision Making, E-Commerce, English, Microsoft Excel, Project Management, Project Planning, Team Collaboration, and VBA Excel",https://www.linkedin.com/jobs/view/3937874155/?eBP=CwEAAAGQJuPNFOQD8-MxwrHFF5Ir6qHEofMHyGTGs5wtWb_8qgP9S4ERU2dLG2TQhzqQUspNO4JK-xQm9CLeCdriewzgpjM1NW6-P-Scjfzxc1D3F9mOHQOBdG3SjZxpz14_S5Vc8O_61_bG1urEsdl3sQtbBYiOxZVwFFqca4jzVrrsW5Fv0SDXyINHwZFvXBC0rs6-c1atVqBxqBWQRQ8ORYSxl5JbfWjb_o38X13QhAHhHqSquuiSr7WYzwIBwnX4T30U0wT9_heT4vmwHM1lT3wAuUbk4sZFg3Da2bVrp32-CBAxAXJy2O9YlGF3uk6Eg-bwLRtbuvT9l06iQE7e80dfBHBJjQ4peiGlhuPk1Tk7MpQCg5wFn1D_3BRUUbsFeWG1vSmHMZCaRNvmieJVUnFWbUOdxkhZd1ge_8MD2B1-tZkGgcJQskULS2hIIULsNsQeo9mI0c0Pso_E_I-KnnoPA1AyI8LoEGc&refId=%2Fb9dlrhhuzD4ElpXJEf7UA%3D%3D&trackingId=y%2FJXHEh0Y8gaGY4AQKlOFw%3D%3D&trk=flagship3_search_srp_jobs
N/A,Growth Analyst - Fresh Grad,Robust Ventures,"Istanbul, Istanbul, Türkiye",Hybrid Full-time,11-50 employees,"Analytical Skills, Communication, Customer Acquisition, Digital Marketing, English, Etsy, Google Ads, Microsoft SQL Server, Pinterest, and Research Skills",https://www.linkedin.com/jobs/view/3796108888/?eBP=CwEAAAGQJuRGO0K353CDK6K1EVXlYJrsNzzWMT7Fx5EO4aAyEvtKjpz7WbdgEliHJH9YQpICJmTY52Xp9-l_r4T7d9C5NEBi3okOnVkwjJQrd8CrxiI9EYQZgqwMfkwAd-H5ytmbtnFMf8dyEqFgJtOtv-vTj_idsucJZrsxW7_l3VoyLrYbHycdxFYIUQdKgz0F7dPj-8O41PoZqFeLuY2R2Q9b9iMTa257sTvyWYfABHVrg6A3BEgCIvv-PF7Bqr1z3NN7f8I770oV6YR7z-I-beIfMzS0mN8kP437IImYClBh0T20uAXY8rceHkDTP6jnsDPu06c1wU6hJe87bSifZs4iJfR9MmtNwOOs0RkZeYxryCuY1UeFSGefs3uakSYxWq75SjBeEjQ8_Jdt24N1uFIT4pAJK3W3zoK3GROgXDxNDZ2-7uE6jgCpbf-Jf03cjxcYR61TSUZODFLXSai1FxvHqZKOAs_pkkxU2yO3gtY_zBTm4vN8GOgTlWs&refId=tw7dCZadnCr6pBRLZkQiww%3D%3D&trackingId=xe%2BEYrpQFsqLdrsdSw%2B5sw%3D%3D&trk=flagship3_search_srp_jobs
N/A,Data Warehouse Analyst,Kuveyt Turk Participation Bank,"Istanbul, Türkiye",Hybrid Full-time,"5,001-10,000 employees · Banking","Analytical Skills, Data Governance, Data Modeling, Extract, Transform, Load (ETL), Informatica, SAP BusinessObjects, SAP Products, SQL, and SQL Server Integration Services (SSIS)",https://www.linkedin.com/jobs/view/3932582902/?eBP=CwEAAAGQJuRGO1yIPc2X4vo8ioyrZvU6CnY0VmERNP-d0kx2mTUCXyfZLEBPrF424QxfkMhjyVDEuYdBEjOXd_feds6F9DRgrdNX6t-LG_D1bppkVMJIbCyQBHrh3V1YDftOwzm6qdTCtjn_HnwCmLafuTeVhA9XFSX8qO068vFFT0Z5XhHPBD8TpSCuaQIBvHToc_xOC_orGYicVnnhohAeRrAmVnLhYTita7hrswOKj0gd7fsfUtKY_ueXDXRAm8g1hBoz6XSUxefojtALoSWscwMVvsPnSH_Nh4bdEdZxEqLMJoaKkfxDYMyaeBS17pAEM93qpV8w6kKjLFLO22-KpJVtuxG8LHyuV2BNiRp9FMR0EIrrG71r4QpQeeq07NvWiygSjhBm6L6yx9-0OyGJhtlupFeOdagWaDUt4tQ-JtlQJmWdapBLqTWGb6B6dV7wtqLrTKO2l56_rKOgHoacWvRamj-lgXKf&refId=tw7dCZadnCr6pBRLZkQiww%3D%3D&trackingId=y%2F77BizEqENx%2FYTw8zBnSg%3D%3D&trk=flagship3_search_srp_jobs
